Primary Category,Secondary Category,Tertiary Category,Merchant Name,Include Regex,Exclude Regex
Unavoidables,Government,State Government,State Government,\bjacs\sors\b,
Unavoidables,Government,State Government,State Government,queensland.*govern,
Unavoidables,Government,State Revenue Office,State Revenue Office,civic\scomp,
Unavoidables,Government,State Revenue Office,State Revenue Office,fines\svic|vic\spaymt,
Unavoidables,Government,State Revenue Office,State Revenue Office,office\s?state\s?revenue|\bosr\b,
Unavoidables,Government,State Revenue Office,State Revenue Office,state\sdebt|\bsdro\b,
Unavoidables,Government,State Revenue Office,State Revenue Office,sper\sqld\streasury,
Unavoidables,Government,State Revenue Office,State Revenue Office,tas\scollection,
Unavoidables,Government,Tax Office,Tax Office,ato\d|\bato\b|\btax|tax\soffice|taxoffice|atotax,(start|family).*(allowance|payment)|\b(fao|gov)\sfam|schoolkids\s?bonus|(low\s)?inc.*supp|c(en)?tr(e)?link|childassist|carersupp|pension\b|\btaxi|duty\sfree|tax\sfree|taxbiex|newtown\stax|env\sato|accountant|tax\smanage|vanguard\sinvest|\btaxa\b
Unavoidables,Government,Tax Office,Tax Office,tax\s?refund,
Unavoidables,Government,Vehicle Services,Vehicle Services,dept\sof\strans,
Unavoidables,Government,Vehicle Services,Vehicle Services,tmr\sreg,
Unavoidables,Government,Vehicle Services,Vehicle Services,\bezy(\s)?reg\b|\bdpti\b,
Unavoidables,Government,Vehicle Services,Vehicle Services,\brego\b|\bvehicle\s?maint,\bpets?\b|\bdogs?|\bpup(py)?\b|\bsoccer\b|\bnetball\b
Unavoidables,Government,Vehicle Services,Vehicle Services,rent.*bond\s?board|\brta(\b|toll)|rta\s?internet|\bservice\snsw\b|roads&maritimes|\brms\b,\brental\sbonds\b
Unavoidables,Government,Vehicle Services,Vehicle Services,\bvic\s?roads\b,
Unavoidables,Government,Vehicle Services,Vehicle Services,\bwa\stransport\b,
Groceries,Groceries,Convenience Stores,Convenience Stores,7-eleven,
Groceries,Groceries,Everyday items,Who Gives a Crap,who gives a crap,
Groceries,Groceries,Bakeries,Bakeries,m & w top bakery,
Groceries,Groceries,Bakeries,Bakeries,artistic dough,
Groceries,Groceries,Bakeries,Bakeries,bouffant,
Groceries,Groceries,Bakeries,Bakeries,balzal pty,
Groceries,Groceries,Bakeries,Bakeries,flour shop,
Groceries,Groceries,Bakeries,Bakeries,\bbakers\s?delight,
Groceries,Groceries,Bakeries,Breadtop,breadtop,
Groceries,Groceries,Bakeries,Brumbys,brumbys,
Groceries,Groceries,Bakeries,Bakeries,fifi\sla\sfemme,
Groceries,Groceries,Bakeries,Bakeries,breadfern|bread|dough\s?collective|uncle\s?tesu|\bbaker(y)?|patisserie|uncle\s?tetsu|bread|\bbagel(s)?\b|\bchoices\sgluten\b|\bbaked\b,\bbakers\sbeach\b|\bbakers\sbend\b|\bbakers\scr(ee)?k\b|\bbaker(s|y)\shill\b|\bbakers\sswamp\b|\bbreadalbane\b|ted\sbaker|\bracing\b|brumbys|coffe(ehouse)?|atm\s?(op|w(ith)?d).*fee|breadtop|invest|butcher|restau|frui|\barms\shote
Groceries,Groceries,Butchers,Chatswood Butcher,chatswood butcher,
Groceries,Groceries,Butchers,Tender Gourmet,tendergour,
Groceries,Groceries,Butchers,Butchers,petes chop shop,
Groceries,Groceries,Butchers,Butchers,\bbennos\smeating\b,
Groceries,Groceries,Butchers,Butchers,colins zetland pty ltd,
Groceries,Groceries,Butchers,Butchers,\bfield\sto\sfork\b,
Groceries,Groceries,Butchers,Butchers,\bmeats?\b|meat\sspecialist|\bcraig\scook(s)?\sprime\b|\bpoultry\b|butcher(y)?|primo\s?retail,\bhook\s&\scleave(r)?\b|meat\s?&\s?wine
Groceries,Groceries,Butchers,Butchers,\bjoes\smeat\b,
Groceries,Groceries,Butchers,Butchers,little\screek\scattle,
Groceries,Groceries,Butchers,Butchers,\bmeat\sat\sbillys\b,
Groceries,Groceries,Coffee & Tea Suppliers,Coffee & Tea Suppliers,\bcaffee\sverganono\b,
Groceries,Groceries,Coffee & Tea Suppliers,Coffee & Tea Suppliers,city\sof\stea,petrol|\bfuel|\buber
Groceries,Groceries,Coffee & Tea Suppliers,Coffee & Tea Suppliers,kingdom.*hor,marketing|investment
Groceries,Groceries,Coffee & Tea Suppliers,Coffee & Tea Suppliers,\btbar\b,
Groceries,Groceries,Coffee & Tea Suppliers,Coffee & Tea Suppliers,\btea\stoo\b,
Groceries,Groceries,Delis,Delis,\bdelicatessen\b|\bdeli\b|\bcheese\b|\bdairy\b|\bformaggi(o)?\b|\bfresh\spoint\smarkets\b,\bhotel(l)?\swith\surban\sdeli\b|\bdeli\scacy\b
Groceries,Groceries,Delis,Delis,hunter\svalley\ssmelly,
Groceries,Groceries,Delis,Delis,\bking\sisland\sdairy\b,
Groceries,Groceries,Delis,Delis,\bgourmet\b|\bbiancas\sgrub\sstore\b|\blashings\sbrighton\b,\bgourmet\spizza\b|pasta\slupino\sgourmet|gourmet\sdel\spacific|investment|\bnajis\b
Groceries,Groceries,Farmers Market,Mushrooms,mushrooms,
Groceries,Groceries,Farmers Market,Farmers Market,\baussie\s?farmers\b|aussiefarme\b,
Groceries,Groceries,Farmers Market,Farmers Market,aussielent\b,
Groceries,Groceries,Farmers Market,Farmers Market,\bbunbury\sfarmers\smark(et)?\b,
Groceries,Groceries,Farmers Market,Farmers Market,farmer\sjacks,
Groceries,Groceries,Farmers Market,Farmers Market,farmer\sjo,farmer\sjohns
Groceries,Groceries,Farmers Market,Farmers Market,farmers.*food,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,(1st|first)\schoice\sfruit(\sand\sveg)?,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,\bduffy\sbros\b,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,\bearth\smarkets\b,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,fresh\sprovisions,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,frui|\bveg\b|\bvegetable\b|\bgrowers\b|\bdenavi(s)?\b|\bparisis?\b|\bpe\strading\b,atm\s?(op|w(ith)?d).*fee|yoghur|cake|adafruit|jobs|videofruit|vegas
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,golden\schoice\b,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,kuai\smarket\b,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,lamanna,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,midland\sfresh,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,spud\s?shed,
Groceries,Groceries,Fruits & Vegetables,Fruits & Vegetables,taste\sgrowers,
Groceries,Groceries,Health Markets,Health Markets,herbalife,
Groceries,Groceries,Health Markets,Health Markets,about\s?life,
Groceries,Groceries,Health Markets,Health Markets,adora.*living,
Groceries,Groceries,Health Markets,Health Markets,\bambarella\sfine\b,
Groceries,Groceries,Health Markets,Health Markets,bright.*healthy,
Groceries,Groceries,Health Markets,Health Markets,\bdr\searth\b,
Groceries,Groceries,Health Markets,Health Markets,\bedge.*food,
Groceries,Groceries,Health Markets,Health Markets,health\s?food(s)?|\borganic\b|\bherbal\swisdom\b|\bhealth\s?emporium|\bhealth\s?store\b|\borganics\b|\borganics?\s?(supp|foo),\bmeats?\b|bellamys\sorganic
Groceries,Groceries,Health Markets,Health Markets,\bgnc\slivewell\b,
Groceries,Groceries,Health Markets,Health Markets,go\s?vita,
Groceries,Groceries,Health Markets,Health Markets,great\searth,
Groceries,Groceries,Health Markets,Health Markets,happy\sapple\sfoodwork,
Groceries,Groceries,Health Markets,Health Markets,\bhealthland\b,
Groceries,Groceries,Health Markets,Health Markets,healthy\schoice,kebab|4\slife|cafe|subway
Groceries,Groceries,Health Markets,Health Markets,healthy\slife,
Groceries,Groceries,Health Markets,Health Markets,iherb\b,
Groceries,Groceries,Health Markets,Health Markets,\bmr\svitamins\b,
Groceries,Groceries,Health Markets,Health Markets,\bnaked\s?foods?\b,
Groceries,Groceries,Health Markets,Health Markets,newstead\sorganic,
Groceries,Groceries,Health Markets,Health Markets,\bnourished\s?kitchen\b,
Groceries,Groceries,Health Markets,Health Markets,\borchard\sst\spty\sltd,
Groceries,Groceries,Health Markets,Health Markets,ramsgate.*market,
Groceries,Groceries,Health Markets,Health Markets,\bsimply\shealthy\b,
Groceries,Groceries,Health Markets,Health Markets,terra\smadre,
Groceries,Groceries,Health Markets,Health Markets,\bthe\ssource\b,
Groceries,Groceries,Health Markets,Health Markets,vitamins\sshopper,
Groceries,Groceries,Health Markets,Health Markets,\busana\b,
Groceries,Groceries,Health Markets,Health Markets,\bvitamin\sking\b,
Groceries,Groceries,Health Markets,Health Markets,wray\sorganics,
Groceries,Groceries,Seafood,Seafoo,\bde\scosti\b,
Groceries,Groceries,Seafood,Seafoo,seafood|\bfish\b|\bfisher(ies|y)\b|\bfish\s?mar(ket)?\b|faros\s?bros,\bfish\screek\b|\bfishery\sfalls\b|\bflying\sfish\spoint\b|\bfish\s?(and|&|n)\s?chi
Groceries,Groceries,Seafood,Seafoo,go\sfresh\sfish,
Groceries,Groceries,Seafood,Seafoo,ipis\sseafood,
Groceries,Groceries,Seafood,Seafoo,\bsydney\sfish\s?market\b,
Groceries,Groceries,Seafood,Seafoo,whalers\sgeneral\b,
Groceries,Groceries,Specialty Food,Specialty Food,gaz man st ives,
Groceries,Groceries,Specialty Food,Specialty Food,\bchoice\smarrickville\b,
Groceries,Groceries,Specialty Food,Specialty Food,\bfresh\sfood\b,
Groceries,Groceries,Specialty Food,Specialty Food,\bspice(s)?\b|\bnutrients\b|\benzos\sat\shome\b|\bflavours\sshoalh\b,spice\s?temple|spice\s?i\s?am|\bgrill\b
Groceries,Groceries,Specialty Food,Specialty Food,\bhealthshop\b|harry\'s\sbondi,
Groceries,Groceries,Specialty Food,Specialty Food,hello\s?fresh,
Groceries,Groceries,Specialty Food,Specialty Food,marleyspoon,\brent\b
Groceries,Groceries,Specialty Food,Specialty Food,muscle\schef,
Groceries,Groceries,Specialty Food,Specialty Food,seed\sof\slife,
Groceries,Groceries,Specialty Food,Specialty Food,\bwholesomeness\b,
Groceries,Groceries,Specialty Food,Specialty Food,youfood(z|\b),
Groceries,Groceries,Fruits & Vegetables,Dillivery Thyme,dillivery thyme,
Groceries,Groceries,Farmers Market,Farmers Market,super fresh grocer,
Groceries,Groceries,Asian Grocery Store,Tonyon,tonyon,
Groceries,Groceries,Asian Grocery Store,Asiana Grocery,asiana grocery,
Groceries,Groceries,Asian Grocery Store,John Hee,john hee,
Groceries,Groceries,Asian Grocery Store,DC Mart,dc mart,
Groceries,Groceries,Asian Grocery Store,Tongli,tongli,
Groceries,Groceries,Asian Grocery Store,Ume-ya,ume-ya,
Groceries,Groceries,Asian Grocery Store,Asian Point,asian point,
Groceries,Groceries,Asian Grocery Store,Asian Mart,asian mart,
Groceries,Groceries,Asian Grocery Store,Gold Mart,gold mart,
Groceries,Groceries,Supermarket & Grocery Stores,Woolworths,woolworths,
Groceries,Groceries,Supermarket & Grocery Stores,Aldi,aldi06|\baldi\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\baunt\smaggies\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bbi(\s|\w)?lo\b,\bcafe\b|excav\shire
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bboatshed\smarket\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,calabash\sbaby,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bcampbells\b,\bmeat|\bnews\b|\bnewsagen
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bcity\s?provisions\b,
Groceries,Groceries,Supermarket & Grocery Stores,Coles,\bcoles\b,\bcoles\sexpr|\bcoles\s?mastercard\b|\bcoles\s(car|life)\sins|\bcoles\sins.*premium\b
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,countdown,final\scountdown
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bdoorstep(\s)?com\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bfood\s?4\s?less|food\s?for\s?less,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,foodland,atm\s?(op|w(ith)?d).*fee
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bfoodtown\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bfoodworks\b|foodwork|food\sworks,seafood\sworks|on\sa\sroll
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bfranklins\b,\bworkshop\b|\btavern\b|\bboat\sday\b|\bcar\sservice\b
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bfresh\s?sensations\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bfreshpoint\smarkets\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bfoodmarket(s)?\b|\bfresh\s?food\b|\bpark\s?n\s?shop\b|oriental\ssuper(ma)?|\bgrocerydeli\b|\bsupermercado(s)?\b|kraus\s?food|lkrinskys\s?bondi|\bjust\sorganics\b|\bkrinskys\b|\bmercatino\b|\bsmkt\b|\bgroc(eries|er|ery)?\b|minisupermarket|\blams\soriental\b|\bsupermk\b|\bsupermkt\b|pick\s?n\s?pay|\blon(g\s)?grain\b|green\sgarage|\bunisupermarket\b|\bsuprmrkt\b|kosherworld|\bsupermark(et?)?\b|\bsupermarket(s)?\b|yen\s?yen|yen\s?ye|supermart|discovery\s?point\s?trdn|wolli\s?creek\s?friendly|\bsupermarkehow(\s)?ard\b|\bhoward\ssprings\ssuper\b|komart|zion\s?mart|\bsupa\s?mart\b|\bsuperm\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,whole\s?food,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,harris\s?farm|\bhfm\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,hawthorne\sgarage,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,hinoki,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,(supa|\b)iga\b|romeos\sfoodhall,
Groceries,Groceries,Asian Grocery Store,Miracle ,miracle\ssupermarkets,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bpapaya\sfresh\s(gallery)?\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bpiedimontes\ssupermarke(t)?\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bqe\sfoodstore(s)?\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,renaissance\s?sup,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\brise\ssupermart\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,ritchies,chritchies
Groceries,Groceries,Supermarket & Grocery Stores,Romeos Store,romeos\sfoodhall,
Groceries,Groceries,Supermarket & Grocery Stores,Spar Store,spar\b,valspar|gamespar|caspar|despar|chambelgaspar|gaspareumir|coolcarspar| superspar|gaspar
Groceries,Groceries,Supermarket & Grocery Stores,Supabarn,supabarn,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bswanbourne\smarket\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\btesco\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bstandard\s(mrkt)\b,
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,thomas\s?dux,
Groceries,Groceries,Supermarket & Grocery Stores,Woolworths,wool(o)?wr(o)?t|woolwo(r)?(th(s)?)?|\bww\b|\bwow\b|woolies\b|woolwort|\bflemings\b|safeway,safeway.*petrol|\bwoolworths\smobile\b|woolworths\scredi|bpay\b.*\bwoolworth|insurance|google|dan\s?mur|(ww|wo).*petrol|\bcaltex\b|\bctx\b|petrol|\bfuel|liq|college|\bmon\s?purse\b
Groceries,Groceries,Supermarket & Grocery Stores,Supermarket & Grocery Stores,\bzonefresh|zone\sfresh,
Health,"Gym, Fitness and Sports Recreation",Bike Shops,Bike Shops,avantiplus\b,
Health,"Gym, Fitness and Sports Recreation",Bike Shops,Bike Shops,\bcell\sbikes\b,
Health,"Gym, Fitness and Sports Recreation",Bike Shops,Bike Shops,bike|bicycle,bike\srentals?|bike\sinsur
Health,"Gym, Fitness and Sports Recreation",Bike Shops,Bike Shops,\breid\scycles\b,
Health,"Gym, Fitness and Sports Recreation",Bike Shops,Bike Shops,\bwoolys\swheels\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Kayla Centre,kayla itsines,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,aboutuhealt,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\badrenalin\shealth\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\balfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,anytime\sfitness|anytimefi|ausfit|anytime\sfi|anytime\sft,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bbentleigh\sfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bbluefit,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bbody\sexpress\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bcentennialhealth\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bcrunch\sfitnes\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,^(f45)\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,fernwood,\bcab\b
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,fit\s?n\s?fast,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,fitness\sfirst,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bfitness\sfocus\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bfitness\splayground\b|\bftnessplayground\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bflow\sathletic\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bfocus\sfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bfriendshealthfi\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bgym\b|fitness|\binside\sout\b|\bripplesst\b|\bfitn|\bfitness\b|\bhealth\s?fit(ness)?|fit(ness)?\s?health|sports?\s?clinic|\bcrossfit,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bgenesis\s?fitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bgenesis\skelmscott\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\b(ezidebit)?gohealth\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bgoodlife\b,\bgoodlife\b.*pharma
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bhealthfi(\b|t),aboutuhealt
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bhealthglo\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bhilton\ssquash\sfitn\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bhiscoes\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,jetts,netfl(i|\b)
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,kingborough\ssports\s(centre)?,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,leisureplex,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\blogan\scity\srec(reation)?,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bnorths\sfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bnorthside\sfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bone\shealthfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\borbit\sfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\boxigen\sfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bphysio\sfitness\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bplanet\sfit(ness)?\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,plus\s?fitness,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\bpole\s?divas\b,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,power\s?fitness,
Health,"Gym, Fitness and Sports Recreation",Gyms & Fitness Centres,Gyms & Fitness Centres,\brevo\sfitness\b,
