Primary Category,Secondary Category,Tertiary Category,Merchant Name,Include Regex,Exclude Regex
Shopping,Office Supplies & Newsagencies,Print Media,Print Media,advanced\s?lif,
Shopping,Office Supplies & Newsagencies,Print Media,Print Media,aussietoner\b,
Shopping,Office Supplies & Newsagencies,Print Media,Print Media,\btoner\b|\bprint(ing)?\b,
Shopping,Office Supplies & Newsagencies,Print Media,Print Media,\bkopystop\b,
Shopping,Office Supplies & Newsagencies,Print Media,Print Media,vistapr,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Stationery and Office Equipment Retailers,\bcampion\seducation\b,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Daiso,daiso,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Stationery and Office Equipment Retailers,eagle\sst\snews,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Stationery and Office Equipment Retailers,fox\s?&\s?fallow,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Stationery and Office Equipment Retailers,artsupplies\b|\bstation(ery|ary)\b|\boffice\s?supp(lies)?\b|\bschool\s?supp(ly|lies)?\b,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Kikki K,\bkikki,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Miniso,\bminiso\b,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Newsxpress,newsxpress,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Nextra,\bnextra,city\s?link|(start|family).*(allowance|payment)|\b(fao|gov)[[:space:]]fam|schoolkids\s?bonus|(low\s)?inc.*supp|c(en)?tr(e)?link|childassist|carersupp|pension\b|big\s?w\b|top\s?(shop|man)|cash\s?convert|ccpf|(supa|\b)iga\b|tpg|baby\s?bunting|\b(wool(o)?wr(o)?t|woolwo(r)?(ths)?|w(o)?w|woolies)\b|smartrider\b|transperth|petrol|\bfuel|\buber|\bamazon(com|\s?mktplace)?|\baccom|\bstation(a|e)ry\b|car\s?p|p(a)?rk(i)?ng|child\s?sup|tpg|(ww|wo).*petrol|caltex.*woolw|\bctx\b|(\d|x|\b|_|\w)rent(\d|x|\b|_|\w)|\bvistaprint\b|\bnextrachats\b
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Office Retailer,office play,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Officetoner,officetoner,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Officeworks,officewo(\b|rks)|\bof(f|fice)?wk\b|\boffice\sworks\b|off\s?wks|\bofwks\s?online\b,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Smiggle,smiggle,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Stationery and Office Equipment Retailers,\bstaples\scom\b|\bstaples\saus|\bstaplesaust\b,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Stationery and Office Equipment Retailers,\btypo\b,
Shopping,Office Supplies & Newsagencies,Stationery and Office Equipment Retailers,Stationery and Office Equipment Retailers,\bwh(\s)?smith\b,
Donations,Donations,Charity,Wototo,wowoto,
Donations,Donations,Charity,Amnesty,\bamnesty\b,
Donations,Donations,Charity,Barnardos,\bbarnados\b,
Donations,Donations,Charity,Compassion,\bcompassion\saustralia\b|\bcompassion\saustr\b,
Donations,Donations,Charity,Charity,everydayhe(\b|r),
Donations,Donations,Charity,Fred Hollows,f.*hollows,
Donations,Donations,Charity,Charity,\bleukaemia\b|\bcharity\b|\bdonation\b|\bdonations\b|\bdonor\b|\bfundraising\b|\bmission\b|\bmovember\b|\bdisabled\svet\sneeds\b|\bdr\swithout\sborders\b|\bvolunteer\b|\bvlnteer\b|\bcharitable\b|\bcancer\scouncil\b,\bmission\sbea(ch)?\b
Donations,Donations,Charity,Charity,fightforbella\b,
Donations,Donations,Charity,Charity,gofundraise,
Donations,Donations,Charity,Charity,\bgreenpeace\b,
Donations,Donations,Charity,Charity,jump\srope\sfor\sheart,
Donations,Donations,Charity,Lifeline,lifeline,
Donations,Donations,Charity,Charity,\bmedecins sns frntr\b,
Donations,Donations,Charity,Charity,cancer\s?council,
Donations,Donations,Charity,Charity,\boxfam\b,
Donations,Donations,Charity,Charity,patreon\b,
Donations,Donations,Charity,Charity,\bpioneers\sministries\b,
Donations,Donations,Charity,Charity,\bpub2pub\b,
Donations,Donations,Charity,Charity,red\s?cross,
Donations,Donations,Charity,Charity,salv(ation)?\sarmy|salvo,
Donations,Donations,Charity,Charity,save\sthe\schildren,
Donations,Donations,Charity,Charity,savers\sau,
Donations,Donations,Charity,Charity,\bsmith family\b,
Donations,Donations,Charity,Vinnies,st\svin(cent)?\sde|\bst\svincen\b,
Donations,Donations,Charity,Charity,\bsurf\slife\ssaving\b,
Donations,Donations,Charity,Charity,\bunicef\b,petrol|\bfuel
Donations,Donations,Charity,Charity,\bvision\saustralia\b,
Donations,Donations,Charity,World Vision,\bworld\svision\b,
Donations,Donations,Charity,Charity,yourtown.*mil,
Eating Out,Groceries,Convenience Stores,7 Eleven,7(\w)?eleven,restaurant
Eating Out,Groceries,Convenience Stores,City Convenience,city\sconv,
Eating Out,Groceries,Convenience Stores,Convenience Stores,\beddys\smini\smart\b,
Eating Out,Groceries,Convenience Stores,Convenience Stores,ezy\s?mart,
Eating Out,Groceries,Convenience Stores,Ezymart,\bezymart\b,
Eating Out,Groceries,Convenience Stores,Convenience Stores,\bmini\smarket?\b|\ball\sin\sone\smart\b|\bcity\smart\b|convenienc|\bcorner\s?(shop|store)\b|mixed\s?bus|\bconveni|1\s?stop\s?shop|\b(super\s)?variety\sstore\b|\bblue\swater\sinvestmeqps\b|\bamby\saustralia\b|\bcity\sessentials\b,atm\s?(op|w(ith)?d).*fee|zouki
Eating Out,Groceries,Convenience Stores,Convenience Stores,lucky\s?7,
Eating Out,Groceries,Convenience Stores,Convenience Stores,mini\smart,\beddys\smini\smart\b
Eating Out,Groceries,Convenience Stores,Convenience Stores,night\s?owl,\bnight\sowl\spharmacy\b|night\sowls\smusic
Eating Out,Groceries,Convenience Stores,Convenience Stores,\bpostmart\splus\b,
Eating Out,Groceries,Convenience Stores,Convenience Stores,\bseven\smart\b,
Other,Other,General Retailers,General Retailers,\bbuild\s?a\s?bear\b,
Other,Other,General Retailers,General Retailers,cheap\sas\schips,
Other,Other,General Retailers,General Retailers,chrisco,chriscoonabarabra|chriscompton
Other,Other,General Retailers,General Retailers,\bauction(s)?\b,
Other,Other,General Retailers,General Retailers,hard(to)?find,
Other,Other,General Retailers,General Retailers,\bhardfind\b,
Other,Other,General Retailers,General Retailers,ozplaza,
Other,Other,General Retailers,General Retailers,stradefare\b,
Other,Other,General Retailers,General Retailers,ting\shui\b,
Other,Other,Other Retail,Other Retail,alex\s?vacuum,
Other,Other,Other Retail,Other Retail,apikali\b,
Other,Other,Other Retail,Other Retail,benleigh\s?vending,
Other,Other,Other Retail,Other Retail,bulknutrie\b,
Other,Other,Other Retail,Other Retail,\beshopworld\b,
Other,Other,Other Retail,Other Retail,\bstore\b,
Other,Other,Other Retail,Other Retail,\bkick\spush\b,
Other,Other,Other Retail,Other Retail,looksmart,
Other,Other,Other Retail,Other Retail,paypaltel,
Other,Other,Other Retail,Other Retail,\bshopback\saustral\b,
Other,Other,Other Retail,Other Retail,\bsleep\ssolution(s)?\b,
Other,Other,Other Retail,Other Retail,\btimberline\sgeneral\ss,
Other,Other,Tobacco and Vape Shops,Cignall,cignall,atm\s?(op|w(ith)?d).*fee
Other,Other,Tobacco and Vape Shops,Freechoice,freechoice,
Other,Other,Tobacco and Vape Shops,Tobacco and Vape Shops,tobacco(nist)?|\bsmokes\b,freechoice|cignall|smoke(s)\spoutinerie
Other,Other,Tobacco and Vape Shops,Smokemart,smokemart,
Shopping,Personal Care,Beauty Salons,Beauty Salons,\bamr\shair\b|\bamrhairbeau\b,
Shopping,Personal Care,Beauty Salons,Beauty Salons,celciu(s)?,cafe
Shopping,Personal Care,Beauty Salons,Beauty Salons,eyelash|\bbeauty\s?salon\b|beauty\s?spa|\bbrows\b|eyebrow|\bfragrant\searth\b,nail\ssalon|baker|coffe(ehouse)?|google|clothes|healthfi|amazon(com|\s?mktplace)?|\bsalon\sseurahuone\b
Shopping,Personal Care,Beauty Salons,Beauty Salons,glamazon,
Shopping,Personal Care,Beauty Salons,Beauty Salons,la\speral\sbeauty,
Health,Personal Care,Chemists,Chemists,amcal\b,studio
Health,Personal Care,Chemists,Chemist Warehouse,chem(ist)?\s?w(are)?h|\b3hemist\swarehouse\b|\bcwh\b,
Health,Personal Care,Chemists,Chemists,\bchem(m|(m)?art|\spharm),\bchemmanam\b|\bchemmart\slemon\b|\b(vista)?starchem\b|\bunichem\b
Health,Personal Care,Chemists,Chemists,chemsave,
Health,Personal Care,Chemists,Cincotta,cincotta,
Health,Personal Care,Chemists,Chemists,colonel\slight\sgardens\sphacolonel,
Health,Personal Care,Chemists,Chemists,day.*night.*chem,
Health,Personal Care,Chemists,Chemists,drive\sin\schemi,
Health,Personal Care,Chemists,Chemists,\bepharmacy\b,
Health,Personal Care,Chemists,Chemists,pharm|phmcy|ch(e)?m(is|pl|st)|\bepharmacy\b|\bsuperpharmacy\b|\bphrm\b|\bphar\b|\bcompoundi(ng)?\b|drug|\bchris\sbuckley\sand\sni\b|\bin2health\b|farmacia,beachmission
Health,Personal Care,Chemists,Chemists,\bhealthline\b,
Health,Personal Care,Chemists,Chemists,\bhealthyworld\b,
Health,Personal Care,Chemists,Chemists,\bherforts\syousave\b,
Health,Personal Care,Chemists,Chemists,\bnationalpharmacies\b,
Health,Personal Care,Chemists,Chemists,\bnight\sowl\spharmacy\b,
Health,Personal Care,Chemists,Chemists,pharmacyonl,
Health,Personal Care,Chemists,Chemists,\bserafims\b,
Health,Personal Care,Chemists,Supersave Chemist,supersave chemist,
Health,Personal Care,Chemists,Chemists,superchem,
Health,Personal Care,Chemists,Chemists,\bsuperpharmacy\b,
Health,Personal Care,Chemists,Chemists,\bterry\sw(hi)?te?\b|\btwhite,
Health,Personal Care,Chemists,Chemists,unichem,
Health,Personal Care,Chemists,Chemists,\bunited\sdiscount\schem(ist)?\b,
Health,Personal Care,Chemists,Chemists,yousave\schem,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,adorn\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,ausprowhole\b,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,baddie\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bbedroom\santics\b,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,cake\sface\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,celestial\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bclearskincare\b,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bclinique\b,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,cosmetic\scapital,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,crush\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,fab\sface\sand\sbody,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,femme\sfatale\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,fresh\sfragrances\sand\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bcosmetic?s?\b|\bnight\scream\b|\bfragrance\b|toppik|\bmakeup\b|\bbeaut|\bperfume\b,\bsalon\b|cosmetic\ssurg|\bhair\b|derma(tolog)?(y|ist)?|\bdentist\b|seahorse\s?world|\bnews(age|agent|agency)|adorebeauty\b|adore\s?beauty|\bnails|dental|dentist(s)?|\bella\srouge\b|cosmetic\sclinic|\b(day|zen)?\s?spa(s)?\b|\bbeauty\spoint\b|\bm(ount)?t\sbeauty\b
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,gloss\saccessories,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,hilifehealt,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,holy\sgrail\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\binglot\b,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,jurlique,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,kbs\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bloreal\b,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\blush\b,beauty|google|restau|fashion|salon|coffe(ehouse)?|invest|etsy|blush|nilushka|red\slush|belushis|flushing|slushy|blushes|slush|plushorn|cafe|slushie|nail|\bmall\b|\bhair\b|\bcups\b
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,mac\s?cosme,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bmecca\s?(cosmetica)?\b,espresso|mocha|j and a|brands|cafe|sephora|jewellery|salon|\bmecca\s?expresso|\bmecca\s?alexandria|\bmecca\s?harris
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,missy\sk\sluxe\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bmodel\sco\b,westbourne
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,napoleon\sperdis,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bnourished\slife\b,\bone\snourished\slife\b
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,poni\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bp(rice)?line,\bvacation\b|\bhotel(s)?\b|\btheatre\b
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bmarks.*spencer.*,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bsephora\b|sephoracom,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,soda\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,strawberrynet,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\bbody\s?shop,auto\s?body\s?shop
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,face\s?shop,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,tuya\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,vama\scosmetic(s)?,
Shopping,Personal Care,Cosmetics & Beauty Retailers,Cosmetics & Beauty Retailers,\byoung\s?living\b,
Shopping,Personal Care,Day Spas,Day Spas,\bbeauty well\b,
Shopping,Personal Care,Day Spas,Day Spas,\b(day|zen)?\s?spa(s)?\b|\bwellness\b|\bfacial\b,\bhelidon spa\b|\bhotel.*spa\b|\bhtl.*spa\b|\bnails?\b|\bmassage\b|pools?\s?(and)?\s?spas?|\bretreat\s&?\s?spa\b|\bbungalow\sand\sspa\b|\bspa\s?(installation|treatment)\b|\beur(o)?\b|\bfirenze\b|\broma\b|\btorino\b|\bmilano\b|electric|resort
Shopping,Personal Care,Day Spas,Day Spas,next\s?gen\s?m(emorial)?\s?dr,
Shopping,Personal Care,Day Spas,Day Spas,stephanies\sspa\b,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,\bbupa(\s)?optical\b,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,\bcontact\s?lenses\b|\beye(s)?\b|\bsunglass\b|\boptom\b|\boptm\b|\boptical\b|\blens\b|\beye\s?wear\b,\b(camera|canon)\b.*\blens\b|dean\smcgee\seye|eye\ssurgery
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,\blenspro\b,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,lensworld,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,\bluxottica\b,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,\bopsm\b,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,sight\sn\sstyle,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,\bspecsavers\b,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,\bsunbeat\snow\b,
Health,Personal Care,Eyewear Retailers,Eyewear Retailers,\bvision(\s)?direct\b,
Health,Personal Care,Eyewear Retailers,1001 Optical,1001 optical,
Shopping,Personal Care,Hair Removal,Hair Removal,\bhair\s?removal\b|\bwaxed\b|\bwaxing\b,
Shopping,Personal Care,Hair Removal,Hair Removal,laser\sclinic,myskin|eden|evolution|results|white\slaser|slk\slaser|reemas
Shopping,Personal Care,Hairdressers,Hairdressers,aqua retreat,
Shopping,Personal Care,Hairdressers,Hairdressers,haircut|\bhair\sskin\sbody\b|\bsalon\b|taroo\s?cuts|nyree monaghan|\bhair(dressing)?\b|\bbarbers?\b|\bscissor(s)?\b|\bbruno\score\b,restau|etsy|invest|netfl(i|\b)|nails\ssalon|salon\sseurahuone|\bnail\b|\bskin\s?(care)?\b|rice\s?paper\s?scissor|\bbeauty\b|\bwaxing\b
Shopping,Personal Care,Hairdressers,Hairdressers,\bjust\scuts\b,
Shopping,Personal Care,Hairdressers,Hairdressers,\bnyree\s?monaghan\b,
Shopping,Personal Care,Hairdressers,Hairdressers,\bprice\sattack\b,
Shopping,Personal Care,Hairdressers,Hairdressers,\bsmart\scuts\b,
Shopping,Personal Care,Hairdressers,Hairdressers,\btommy\sguns\b,
Shopping,Personal Care,Massage,Massage,\bbutsaba\b,
Shopping,Personal Care,Massage,Massage,mass(age|euse),dumpling|salon
Shopping,Personal Care,Massage,Massage,zen\sclinic,
Shopping,Personal Care,Nail Salon,Nail Salon,\bnail\s?(polish|care|art|ing|ed|z|s)?\b|\bnail\s?salon\b,
Shopping,Personal Care,Nail Salon,Nail Salon,\bliquid\snail\sbar\b,
Shopping,Personal Care,Nail Salon,Nail Salon,\bnailtique\b,
Shopping,Personal Care,Nail Salon,Nail Salon,\bvegas\snails\b,
Shopping,Personal Care,Other Personal Care,Other Personal Care,amino\s?z,
Shopping,Personal Care,Other Personal Care,Other Personal Care,\baminoz\b,
Shopping,Personal Care,Other Personal Care,Other Personal Care,dollar\sshave,
Shopping,Personal Care,Other Personal Care,Other Personal Care,healthy\sgarden|healthy\scare\sliving,
Shopping,Personal Care,Other Personal Care,Other Personal Care,hairhouse\s?wareh,
Shopping,Personal Care,Other Personal Care,Other Personal Care,\bhealthy\smummy\b,
Shopping,Personal Care,Other Personal Care,Other Personal Care,mu\saustralia,emu\saustralia
Shopping,Personal Care,Other Personal Care,Other Personal Care,\bnutrition\swarehouse\b,
Shopping,Personal Care,Other Personal Care,Other Personal Care,\bshaver(\s)?shop\b,
Shopping,Personal Care,Other Personal Care,Other Personal Care,\bthe\svitamin\sshoppe\b,
Shopping,Personal Care,Skin Care,Skin Care,activeskin\b,
Shopping,Personal Care,Skin Care,Skin Care,adorebeauty\b|adore\s?beauty,
Shopping,Personal Care,Skin Care,Skin Care,aesop(\b|retail),
Shopping,Personal Care,Skin Care,Skin Care,amway\b,tramway
Shopping,Personal Care,Skin Care,Skin Care,bestworld\b,
Shopping,Personal Care,Skin Care,Skin Care,doterra\saustralia,
Shopping,Personal Care,Skin Care,Skin Care,\bfrank\sbody\b,
Shopping,Personal Care,Skin Care,Skin Care,\bskin\s?(care)?\b|skin\sbody|\bella\srouge\b|after\smidnight\sco,\b(day|zen)?\s?spa\b|mecca|jurlique|skin\s?&?\s?(laser|cancer|clinic)|ski\s?&?\s?surf|\btattoos?\b|iphone|\bhair\sskin\sbody\b|skin\sski\sand\ssurf
Shopping,Personal Care,Skin Care,Skin Care,\bl(\s)?occitane\b,
Dog,Pet Services,Dog Walkers,Dog Walkers,dog.*walk|\bpaws\son\stime\b,
Dog,Pet Services,Other Pet Care,Problems on Paws,paws,
Dog,Pet Services,Other Pet Care,Waggly Club,waggly,
Dog,Pet Services,Other Pet Care,Other Pet Care,\bdogcity\b,
Dog,Pet Services,Other Pet Care,Other Pet Care,\bpet(s)?\b|k9sportsack,\bpet\ssitt(ers?|ing)\b|\brent\sutilities\b|\bpet.*hosp(ital)?\b|\brestaurant\ssogeres\b|\bpet\sboar|\bpet\sersham\b|\bpet\smotel\b|\bhouse\sof\speranakan\b|\bpet\scover\b|\bpet\sresorts?\b|\bpuppets\b|\btrainingsnippets\b|pet\s?(warehouse|shop)
Dog,Pet Services,Other Pet Care,Other Pet Care,\bhealthy\soptions\spet\sfood\b,
Dog,Pet Services,Pet Groomers,Pet Groomers,\bdoggy\b|pet\s?groom,\bdoggy\s?walk
Dog,Pet Services,Pet Groomers,Pet Groomers,hairy\stails,
Dog,Pet Services,Pet Shops,Pampered Pets,pampered petz,
Dog,Pet Services,Pet Shops,Best Pet \B,best\sfri?e?nds?\b,\bholiday\sretre
Dog,Pet Services,Pet Shops,Birdsville,birdsville,
Dog,Pet Services,Pet Shops,Pet Shops,pet\s?(warehouse|shop)|\bpetco\b,
Dog,Pet Services,Pet Shops,Pet Shops,m&r\saquarium\ssupplies,
Dog,Pet Services,Pet Shops,Pet Circle,pet\scircle,
Dog,Pet Services,Pet Shops,Petbarn,petbarn,
Dog,Pet Services,Pet Shops,PetStock,\bpetstock\b,
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Orivet,orivetgenet,
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Veterinary Animal Clinics & Hospitals,alcatta\s?vet,
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Veterinary Animal Clinics & Hospitals,\bvet\b|\bpet.*hosp(ital)?\b|\bvet(\s)?clinic\b|pet\s?vet|\banimal\shos(pital)?\b|vete(r)?inary|\bcityvet\b|\bveterin|veterinarian,\bvet\saffairs\b|\bdisabled\svet\sneeds\b
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Veterinary Animal Clinics & Hospitals,greencross\b,
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Veterinary Animal Clinics & Hospitals,healthy\spets,
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Veterinary Animal Clinics & Hospitals,melrose\sanimal\shosp,
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Veterinary Animal Clinics & Hospitals,terri\seckel\svet,
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Veterinary Animal Clinics & Hospitals,\bthe\s?vet\s?shed\b,
Dog,Pet Services,Veterinary Animal Clinics & Hospitals,Veterinary Animal Clinics & Hospitals,\bvets\s?4\s?pets\b,
Health,"Gym, Fitness and Sports Recreation",Extreme Sports,Extreme Sports,\bclimbing\b,
Health,"Gym, Fitness and Sports Recreation",Extreme Sports,Extreme Sports,maniax,
Health,"Gym, Fitness and Sports Recreation",Fishing,Fishing,new\socean\spty,
Health,"Gym, Fitness and Sports Recreation",Fishing,Fishing,rays\s?outdoor,
Health,"Gym, Fitness and Sports Recreation",Go Karting,Go Karting,\bkartsport\b,
Health,"Gym, Fitness and Sports Recreation",Skiing & Snowboarding,Skiing & Snowboarding,ski\slifts|\bsnow\s?(board)?\b|\bski\b|\bperisher\shire\b,\bjet\s?ski|resort|\bgrill\b|\baccom
Health,"Gym, Fitness and Sports Recreation",Swimming Pools,Swimming Pools,\baqualife\scentre\b,
Health,"Gym, Fitness and Sports Recreation",Swimming Pools,Swimming Pools,\bac?qua(tic?)?s?\b|\bswim(ming)?|\bpool\b|olymp.*\bpool|\baqua(bliss)\b|\bandrew\sboy\scharlton\b|\bcook\sphillip\spark\b|ian\sthorpe\sac,aqua italia|aqua retreat|pools?\s?(and)?\sspas?|\bswimart\b|\bpool\sbarrier\b|\bcube\saqua\b|\baqua\spalms\b|\baqua\stst\b|\baqua\sshard\b|\baqua\svista\b|national\szoo|\baqua\sluna\b|\bgnash\sswim\b|rdhse|aqua\sservice|pool\sclean|mr\spool\sman|seal\sswim\skaikoura|aqua\swaikiki|ivy\s.*\bpool|bellagio|\bpool\sfilt|\bpool\scare\b|\bchlorine\b|\bpool\ssps\swhs\b|pool\sspa\swarehouse|pool\s(service|srvs?|svce)|pool\ssales|pool\ssuppl|pool\smaintenance|pool\s(shop|store)|swimwise|pool\spumps|pool.*repair|pool\s?central|apartment
Health,"Gym, Fitness and Sports Recreation",Swimming Pools,Swimming Pools,\bsutherland\sleisure\scen\b,
Home,Rentals and Properties,Rent,Rent,rent|payrent|rentpay|\brent\b|\bleasing\b|rent2|rent2m(o)?nth(s)?|rent2months|rent2week(s)?|rent2wk(s)?|renta(l)?|rentandfood|rentbills|rentboard|rentfood|rentinternet|rentother|rentpayment|rentpaymnt|rentr|rents|rentwater|ezirentpay|rent.*bond|bond\s?return,rent.*bond\s?board|rental\scartollph|\brentalcartoll.*\b|parentalleavepay|\brent(al)?.*car\b|\bauto\s?rent(als?)?\b|\b(car|truck)\b.*rent|\brent.*\b(truck|car)\b|(renta|hire)?(bus|car)\s?(rent|port|hire)|\b(bus|car)\s?rent(als?)?\b
Home,Rentals and Properties,Property Management,\Bbody Manag,\bbody\scorp,
Home,Rentals and Properties,Property Management,Strata\B|\Bproperty\Sm(Anager)? Rentals ,\bstrata\b|\bproperty\sm(anager)?\b,\binsurance\b
Home,Rentals and Properties,Property Management,Hodges(\Sreal)? Rentals ,\bhodges(\sreal)?\b,
Home,Rentals and Properties,Property Management,Lend(\S)?Lease Rentals ,\blend(\s)?lease\b,
Car,Repairs and maintenance,Other Vehicle Repairs,Advance ,advance tyre,
Car,Repairs and maintenance,Mechanic,\Bautomasters,\bautomasters,
Car,Repairs and maintenance,Mechanic,Battery World,battery world,
Car,Repairs and maintenance,Mechanic,Mechanic,\bedgecliff\sautomo\b,
Car,Repairs and maintenance,Mechanic,Mechanic,\bgarage\b|\bmechanic(s)?\b|\bvolvo\sserv\b,
Car,Repairs and maintenance,Mechanic,Mechanic,kmart\s?(auto|tyre),
Car,Repairs and maintenance,Mechanic,Mechanic,\bmotor\s?works\b,\bqld\smotorways\smanageme(nt)?\b
Car,Repairs and maintenance,Other Vehicle Repairs,Other Vehicle Repairs,altapac,
Car,Repairs and maintenance,Other Vehicle Repairs,Other Vehicle Repairs,\btruck\s?repair\b|\bcar\s?repair\b|\bvehical\s?repair\b|\bmechanic|\bauto\s?servic|suspension|\bautos\b|\bauto\s?repairs?\b|\bauto\s?car\b|\bauto\s?restoration\b|\bauto\s?glass\b|\bauto\s?electric|\bauto\s?cent(re|er)?\b|\bautomotive\b|\bauto\s?wreck|\bauto\s?aircon|\bwingcar\b|rust(\s)?proof(ing)?,
Car,Repairs and maintenance,Other Vehicle Repairs,Other Vehicle Repairs,\bpedders\s?sus(pension)?\b|\bpedders\b,
Car,Repairs and maintenance,Tyres,Tyres,\bbeaurepaires\b,
Car,Repairs and maintenance,Tyres,Tyres,\bbob\s?jane\s?t\s?mart,
Car,Repairs and maintenance,Tyres,Tyres,\btyroola\b,
